crop_type,location_zone,soil_moisture,precipitation,avg_temperature,Image Path,credit_score,index_of_image,Yield_1,Yield_2,Yield_3,Loan_ID,Cultivation_2022,Production_2022,Cultivation_2023,Cultivation_2024,Production_2024,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Barley,West,50.45,208.67,28.17,permanent_crop/PermanentCrop_415.jpg,734,353,2.15572024,3.031235662,2.863941412,Loan_354,267,958.6216261,146,112,713.5509122,Female,No,2,Graduate,Yes,2161,8567,308,36,1,Urban,Rejected
Rice,South,77.19,475.68,22.11,permanent_crop/PermanentCrop_416.jpg,817,354,3.180110401,2.804958588,4.218229751,Loan_355,400,818.0881638,242,455,816.0924144,Male,Yes,2,Graduate,Yes,8721,9998,405,60,1,Rural,Approved
Wheat,East,53.79,410.76,28.96,permanent_crop/PermanentCrop_417.jpg,697,355,4.676351325,3.083860818,1.121131075,Loan_356,370,656.311813,209,235,609.6891317,Male,Yes,0,Not Graduate,No,4892,2248,151,60,1,Semiurban,Rejected
Cotton,North,56.84,377.92,17.98,permanent_crop/PermanentCrop_418.jpg,714,356,4.46199385,2.190252084,4.256746998,Loan_357,140,539.1206672,196,182,930.0387969,Male,No,1,Graduate,No,4737,7746,256,120,0,Semiurban,Rejected
Maize,East,39.37,285.19,23.46,permanent_crop/PermanentCrop_419.jpg,837,357,3.990804578,2.669629129,4.314302119,Loan_358,399,550.3667392,344,435,867.4538838,Male,Yes,0,Not Graduate,No,2318,84,343,120,0,Semiurban,Approved
Maize,South,72.26,437.6,16.57,permanent_crop/PermanentCrop_42.jpg,752,358,3.214569174,1.08246876,3.42717097,Loan_359,381,961.5226656,208,387,691.8762017,Male,Yes,1,Graduate,Yes,13630,4234,139,60,1,Semiurban,Rejected
Cotton,South,27.06,365.54,33.84,permanent_crop/PermanentCrop_420.jpg,661,359,4.258006071,2.297935879,3.07389288,Loan_360,200,698.3396067,196,259,787.4749984,Female,Yes,3+,Not Graduate,Yes,4275,4837,379,36,1,Semiurban,Rejected
Rice,South,31.08,125.38,15.63,permanent_crop/PermanentCrop_421.jpg,809,360,4.641135438,1.409724876,3.788961809,Loan_361,368,673.5942055,360,420,668.5175977,Male,Yes,0,Graduate,Yes,7128,2400,333,60,0,Semiurban,Rejected
Cotton,East,29.45,451.14,33.22,permanent_crop/PermanentCrop_422.jpg,735,361,1.796149055,2.86700814,3.019944215,Loan_362,183,699.2210553,479,230,529.9445618,Female,No,0,Graduate,Yes,6132,3988,254,60,1,Semiurban,Approved
Wheat,South,58.23,319.78,15.55,permanent_crop/PermanentCrop_423.jpg,715,362,1.483560544,2.54558978,2.623118074,Loan_363,264,502.130192,353,420,546.4463315,Male,No,3+,Graduate,No,11158,8206,161,120,0,Semiurban,Approved
Maize,East,22.81,100.42,29.11,permanent_crop/PermanentCrop_424.jpg,802,363,4.341651201,3.992352364,2.388101148,Loan_364,345,516.0771021,329,381,750.9429302,Female,No,0,Graduate,No,11900,449,444,120,1,Semiurban,Approved
Cotton,South,44.33,393.77,18.6,permanent_crop/PermanentCrop_425.jpg,808,364,3.527323779,4.135272379,4.397040965,Loan_365,428,593.4652107,243,223,990.1620726,Female,No,0,Not Graduate,Yes,5078,6716,228,120,0,Semiurban,Rejected
Maize,North,39.72,164.96,33.43,permanent_crop/PermanentCrop_426.jpg,801,365,2.501677332,1.356226258,3.467631497,Loan_366,445,742.5644161,192,208,963.2990799,Female,Yes,2,Not Graduate,Yes,14979,729,233,36,1,Rural,Approved
Maize,North,41.1,180.57,27.28,permanent_crop/PermanentCrop_427.jpg,666,366,2.318474644,3.55040498,3.733396319,Loan_367,355,923.6058529,382,453,745.0808121,Female,Yes,0,Graduate,No,12395,7092,119,36,1,Semiurban,Rejected
Cotton,North,42.57,188.1,29.92,permanent_crop/PermanentCrop_428.jpg,780,367,2.013477476,4.38118107,1.7897346,Loan_368,446,711.1131778,212,383,983.0636571,Female,No,0,Not Graduate,Yes,10626,8333,380,240,1,Rural,Rejected
Barley,North,24.65,145.95,23.81,permanent_crop/PermanentCrop_429.jpg,675,368,4.073648319,2.881569988,2.201866664,Loan_369,499,560.5432133,143,268,593.6665275,Female,No,2,Graduate,Yes,10929,5943,187,240,0,Urban,Approved
Cotton,North,72.1,309.94,28.82,permanent_crop/PermanentCrop_43.jpg,824,369,4.220029636,2.043859425,4.682108711,Loan_370,225,812.6704626,418,382,920.8726711,Female,No,3+,Not Graduate,Yes,4009,9148,347,36,1,Rural,Rejected
Barley,North,79.41,365.97,34.78,permanent_crop/PermanentCrop_430.jpg,767,370,4.037811434,2.443376913,3.043581813,Loan_371,395,667.2367575,382,171,789.6075542,Female,Yes,1,Graduate,No,7164,1648,288,120,0,Rural,Rejected
Rice,South,59.94,468.95,16.49,permanent_crop/PermanentCrop_431.jpg,736,371,3.329243573,1.736284197,2.492481969,Loan_372,329,913.4859157,176,141,807.261665,Female,No,3+,Not Graduate,No,3385,494,346,12,1,Semiurban,Rejected
Barley,East,50.9,241.89,25.47,permanent_crop/PermanentCrop_432.jpg,819,372,4.507580781,3.586057427,4.453413863,Loan_373,120,919.5227043,193,374,563.8898179,Male,Yes,1,Not Graduate,Yes,4033,5589,159,36,0,Rural,Rejected
Barley,South,30.41,244.28,34.66,permanent_crop/PermanentCrop_433.jpg,720,373,2.991120849,1.438138229,3.483263662,Loan_374,148,968.2681912,456,190,544.6817408,Female,No,1,Not Graduate,No,12752,8001,449,36,0,Rural,Approved
Barley,West,74.09,328.29,19.41,permanent_crop/PermanentCrop_434.jpg,663,374,2.647630218,3.853206683,1.178997666,Loan_375,363,913.385996,294,155,955.9317652,Male,Yes,2,Graduate,Yes,3759,439,315,120,1,Rural,Rejected
Maize,South,63.44,304.15,28.22,permanent_crop/PermanentCrop_435.jpg,737,375,2.487121155,1.337295521,1.791273287,Loan_376,333,769.7818685,140,353,545.392015,Male,No,3+,Graduate,Yes,4524,1601,192,120,0,Rural,Rejected
Maize,North,77.24,281.91,27.29,permanent_crop/PermanentCrop_436.jpg,672,376,1.010422923,4.154349776,2.001177689,Loan_377,122,899.4783527,194,384,830.4339256,Female,No,0,Not Graduate,No,8629,1627,316,240,0,Rural,Rejected
Barley,West,29.02,221.81,25.25,permanent_crop/PermanentCrop_437.jpg,665,377,4.48502128,2.722257441,3.375627516,Loan_378,328,893.7851725,143,253,743.791843,Male,Yes,1,Graduate,Yes,14958,8023,295,12,0,Rural,Approved
Wheat,North,59.79,108.37,33.58,permanent_crop/PermanentCrop_438.jpg,686,378,1.246029823,2.833007418,1.621171197,Loan_379,195,671.9598326,271,226,519.872199,Male,No,0,Not Graduate,Yes,8235,2702,175,36,0,Semiurban,Rejected
Wheat,East,22.54,328.19,24.14,permanent_crop/PermanentCrop_439.jpg,756,379,4.121267824,4.067669858,2.638141652,Loan_380,102,977.8535438,314,435,549.3074887,Male,No,0,Graduate,Yes,9804,5689,93,36,0,Urban,Approved
Barley,North,56,240.43,21.71,permanent_crop/PermanentCrop_44.jpg,784,380,2.859442616,2.205214743,1.583012717,Loan_381,285,868.0740176,146,174,899.7371414,Male,Yes,1,Graduate,No,9074,325,374,12,0,Rural,Approved
Wheat,South,39.71,441.02,24.11,permanent_crop/PermanentCrop_440.jpg,717,381,3.938338705,1.893450222,1.91899827,Loan_382,384,609.9335542,206,124,909.6186697,Female,Yes,2,Not Graduate,Yes,12631,2372,98,12,0,Semiurban,Approved
Rice,West,40.45,194.49,31.9,permanent_crop/PermanentCrop_441.jpg,692,382,4.705751824,4.118564987,4.447648439,Loan_383,239,573.0694824,254,430,864.2151818,Male,Yes,1,Graduate,No,11402,405,356,240,0,Rural,Rejected
Barley,South,59.15,192.5,28.32,permanent_crop/PermanentCrop_442.jpg,789,383,3.72382488,2.096799723,2.726928125,Loan_384,140,568.3214214,103,340,814.7130582,Male,Yes,0,Graduate,No,13281,1690,180,36,1,Rural,Approved
Rice,West,41.08,326.59,20.3,permanent_crop/PermanentCrop_443.jpg,814,384,4.794539632,3.153511853,4.876252242,Loan_385,157,930.6086773,459,335,762.5952826,Male,No,0,Not Graduate,Yes,14593,1487,122,36,1,Urban,Approved
Wheat,East,20.1,157.52,31.46,permanent_crop/PermanentCrop_444.jpg,771,385,2.620423601,2.763095018,1.568295504,Loan_386,490,845.1254915,230,485,528.3882599,Female,Yes,1,Graduate,Yes,4593,482,203,240,0,Urban,Rejected
Cotton,East,79.77,289.29,17.17,permanent_crop/PermanentCrop_445.jpg,830,386,1.092771073,3.255467767,1.732597007,Loan_387,330,770.8152432,198,405,579.9753073,Female,No,2,Graduate,Yes,9663,4441,253,12,1,Semiurban,Rejected
Wheat,West,20.19,193.88,29.55,permanent_crop/PermanentCrop_446.jpg,652,387,2.688240302,4.361023764,2.834798671,Loan_388,330,738.5266157,295,467,685.1184379,Female,No,1,Graduate,No,7187,877,488,12,0,Rural,Rejected
Wheat,South,38.11,122.58,26.52,permanent_crop/PermanentCrop_447.jpg,659,388,2.737542437,1.805340604,3.196744613,Loan_389,105,600.4099346,255,313,990.5368422,Female,Yes,2,Graduate,No,8209,4855,127,60,1,Semiurban,Rejected
Cotton,South,33.71,167.74,32.6,permanent_crop/PermanentCrop_448.jpg,681,389,4.004023931,4.989772809,3.826255306,Loan_390,348,795.5380454,323,490,510.0462923,Female,No,1,Graduate,Yes,9347,1248,491,36,1,Semiurban,Rejected
Rice,West,53.94,243.12,25.78,permanent_crop/PermanentCrop_449.jpg,841,390,1.067412783,3.945646039,2.084079119,Loan_391,114,799.0054597,341,211,588.4794556,Female,Yes,3+,Not Graduate,Yes,14317,2744,176,36,0,Semiurban,Rejected
Maize,North,27.51,184.91,27.12,permanent_crop/PermanentCrop_45.jpg,757,391,4.201805893,2.205444399,3.136297088,Loan_392,319,546.1562967,142,215,541.9308791,Male,No,0,Not Graduate,Yes,2818,7284,208,240,0,Rural,Approved
Maize,North,30.18,330.07,25.94,permanent_crop/PermanentCrop_450.jpg,838,392,4.798502357,1.536136567,3.989161889,Loan_393,439,873.4887058,374,177,583.2735524,Male,No,0,Not Graduate,Yes,12771,9556,400,240,0,Semiurban,Rejected
Wheat,North,21.48,320.29,29.41,permanent_crop/PermanentCrop_451.jpg,674,393,1.938476474,2.966221655,4.84061611,Loan_394,178,704.4423568,243,179,782.0952273,Male,No,0,Not Graduate,Yes,7796,84,357,12,1,Semiurban,Rejected
Wheat,West,31.46,423.71,33.43,permanent_crop/PermanentCrop_452.jpg,704,394,2.476940356,1.851159936,2.158668816,Loan_395,325,766.8985334,100,171,903.8427847,Male,No,1,Graduate,No,11216,7093,317,60,0,Urban,Rejected
Rice,West,36.14,116.16,27.57,permanent_crop/PermanentCrop_453.jpg,677,395,1.122783938,4.42473433,3.573325499,Loan_396,169,718.4337274,297,458,628.1349508,Male,Yes,1,Graduate,No,2433,3964,171,120,0,Rural,Approved
Cotton,South,41.68,160.67,32.86,permanent_crop/PermanentCrop_454.jpg,797,396,1.376352804,3.181351584,1.411160294,Loan_397,254,694.4206964,480,172,752.8096084,Female,No,3+,Not Graduate,No,4073,2644,230,240,0,Rural,Rejected
Wheat,East,35.19,441.09,33.04,permanent_crop/PermanentCrop_455.jpg,761,397,2.414113757,1.863516942,2.172096997,Loan_398,469,621.617947,470,422,507.692977,Female,No,1,Not Graduate,No,10127,8088,232,240,1,Urban,Rejected
Wheat,East,31.01,257.5,26.36,permanent_crop/PermanentCrop_456.jpg,782,398,4.204725125,2.593111936,2.905816446,Loan_399,116,889.9289634,234,479,745.0804842,Female,No,1,Graduate,No,6139,3714,266,240,0,Urban,Rejected
Barley,North,52.24,101.06,21.78,permanent_crop/PermanentCrop_457.jpg,829,399,1.827497082,2.617535496,1.365729166,Loan_400,267,592.0018985,325,154,875.2064805,Female,No,1,Graduate,No,9350,9398,236,60,1,Rural,Rejected
Maize,East,66.66,252.84,19.09,permanent_crop/PermanentCrop_458.jpg,665,400,3.880159851,2.754088874,2.971000683,Loan_401,149,972.1206534,403,417,744.3490097,Male,No,2,Graduate,Yes,2129,2975,260,60,0,Urban,Rejected
Maize,West,22.2,120.54,28.94,permanent_crop/PermanentCrop_459.jpg,830,401,1.576441111,4.279167266,1.911541039,Loan_402,373,839.8991925,157,220,889.1092275,Female,Yes,1,Graduate,No,7777,5425,334,12,1,Rural,Approved
Rice,West,71.19,119,34.61,permanent_crop/PermanentCrop_46.jpg,755,402,3.908158273,1.160540845,1.821473782,Loan_403,110,973.4815776,194,253,975.5031557,Female,No,0,Graduate,Yes,4824,970,295,12,0,Semiurban,Approved
Maize,East,53.96,436.68,27.87,permanent_crop/PermanentCrop_460.jpg,798,403,2.819725514,1.80978509,3.202613458,Loan_404,132,729.031952,317,489,781.9361569,Male,Yes,1,Graduate,No,7246,9763,109,36,1,Rural,Rejected
Maize,East,40.26,336.5,33.5,permanent_crop/PermanentCrop_461.jpg,720,404,4.25348813,4.130135965,4.820874179,Loan_405,412,791.7049689,413,264,692.555156,Male,Yes,1,Not Graduate,Yes,6918,4055,106,60,1,Urban,Approved
Barley,North,51.51,187.85,29.31,permanent_crop/PermanentCrop_462.jpg,780,405,1.976505946,2.433363123,4.66961649,Loan_406,443,604.6181791,425,173,800.1806023,Male,Yes,2,Graduate,No,9362,4165,102,60,1,Semiurban,Rejected
Maize,West,69.69,401.57,23.67,permanent_crop/PermanentCrop_463.jpg,706,406,2.188421387,1.815702307,2.889291356,Loan_407,396,557.9606393,311,464,802.6585198,Female,Yes,1,Not Graduate,No,4760,4700,268,240,0,Rural,Approved
Maize,North,37.84,252.88,20.76,permanent_crop/PermanentCrop_464.jpg,850,407,3.463230604,3.720350839,4.514818019,Loan_408,110,751.6339258,185,376,516.8267379,Female,Yes,1,Not Graduate,No,3444,197,362,12,0,Urban,Rejected
Rice,East,42.38,235.46,31.69,permanent_crop/PermanentCrop_465.jpg,762,408,2.387033022,4.768799861,1.430603557,Loan_409,377,737.9162479,316,320,809.4463602,Female,Yes,1,Graduate,No,10616,2854,98,120,0,Semiurban,Approved
Cotton,East,22.11,372.12,24.05,permanent_crop/PermanentCrop_466.jpg,680,409,4.839711663,2.886090273,3.284531461,Loan_410,108,777.6125887,205,335,763.8784403,Male,No,1,Graduate,Yes,13213,2114,406,120,1,Semiurban,Rejected
Wheat,East,54.12,414.82,33.75,permanent_crop/PermanentCrop_467.jpg,846,410,1.014411591,4.250528194,3.118622146,Loan_411,230,950.2167511,116,377,737.06158,Female,Yes,1,Not Graduate,No,3098,9123,126,36,0,Urban,Approved
Maize,East,59.9,496.97,19.51,permanent_crop/PermanentCrop_468.jpg,849,411,3.546685956,4.091742964,4.171243574,Loan_412,381,645.0298319,484,376,852.9978541,Male,Yes,2,Graduate,Yes,7558,2527,88,60,0,Semiurban,Approved
Wheat,West,27.29,232,29.47,permanent_crop/PermanentCrop_469.jpg,718,412,2.969641647,4.640469021,1.950024097,Loan_413,471,504.4820349,254,447,871.8347032,Male,Yes,1,Not Graduate,No,11319,4021,348,120,1,Urban,Rejected
Wheat,South,29.93,273.07,31.38,permanent_crop/PermanentCrop_47.jpg,671,413,1.22883317,1.397391282,3.781303793,Loan_414,350,687.5323283,268,260,744.7523985,Male,No,2,Not Graduate,Yes,7997,310,377,240,0,Semiurban,Rejected
Wheat,North,45.88,410.51,28.93,permanent_crop/PermanentCrop_470.jpg,764,414,3.355757534,1.603116713,2.681550029,Loan_415,116,621.3895854,154,405,715.9075299,Male,Yes,1,Not Graduate,Yes,8150,7726,92,36,0,Rural,Approved
Cotton,West,39.54,462.43,28.64,permanent_crop/PermanentCrop_471.jpg,783,415,3.471538773,1.9718599,4.183516556,Loan_416,417,844.3633636,264,208,818.4176572,Female,Yes,1,Not Graduate,Yes,9965,4816,320,12,1,Rural,Rejected
Wheat,South,45.12,141.15,29.09,permanent_crop/PermanentCrop_472.jpg,669,416,2.946234058,2.139497312,2.371413427,Loan_417,492,746.8941581,158,225,887.4782138,Male,Yes,1,Graduate,Yes,10327,241,455,120,1,Urban,Approved
Wheat,West,52.26,490.92,19.08,permanent_crop/PermanentCrop_473.jpg,802,417,3.010036842,2.057546367,2.916164339,Loan_418,421,538.885741,207,493,840.2806977,Female,No,0,Not Graduate,No,11290,493,166,240,1,Urban,Rejected
Barley,South,32.21,392.13,30.22,permanent_crop/PermanentCrop_474.jpg,651,418,2.841062338,1.146523912,1.740753968,Loan_419,287,814.2597793,432,165,923.766846,Female,No,3+,Graduate,Yes,11486,4894,274,240,0,Semiurban,Approved
Barley,North,44.48,172.03,33.79,permanent_crop/PermanentCrop_475.jpg,687,419,3.25023369,2.292031199,1.48585676,Loan_420,398,523.5825413,245,206,918.2262414,Male,Yes,0,Not Graduate,No,8183,1013,169,240,0,Rural,Rejected
Maize,North,70.99,366.73,18.48,permanent_crop/PermanentCrop_476.jpg,809,420,4.859750293,3.258883748,4.220340771,Loan_421,263,606.8271314,400,103,811.2298836,Female,No,2,Graduate,Yes,12927,3997,389,240,1,Urban,Approved
Maize,East,67.55,150.77,20.56,permanent_crop/PermanentCrop_477.jpg,849,421,2.921763533,3.833392897,3.974625689,Loan_422,449,666.8733105,204,209,528.3131488,Female,Yes,3+,Graduate,No,3944,7251,489,60,1,Semiurban,Approved
Cotton,South,44.92,248.93,22.45,permanent_crop/PermanentCrop_478.jpg,815,422,3.12945053,4.338668432,4.829036978,Loan_423,129,590.3331176,484,418,755.1851092,Female,No,2,Graduate,No,5403,2699,256,120,1,Urban,Rejected
Cotton,South,20.89,341.22,25.58,permanent_crop/PermanentCrop_479.jpg,798,423,3.688510572,4.962413646,3.865135405,Loan_424,336,785.754879,246,123,795.8674535,Female,Yes,1,Not Graduate,No,8573,9884,257,240,0,Rural,Approved
Rice,West,35.17,486.46,18.74,permanent_crop/PermanentCrop_48.jpg,838,424,2.535902002,2.756088311,2.959325892,Loan_425,176,985.7109164,337,285,738.2253502,Male,No,0,Not Graduate,No,3664,7707,460,12,0,Semiurban,Approved
Rice,East,54.66,132.55,18.57,permanent_crop/PermanentCrop_480.jpg,831,425,4.525163736,3.487501241,4.004591993,Loan_426,377,836.4699591,394,399,729.3878272,Female,No,3+,Graduate,No,4079,3774,67,12,1,Semiurban,Rejected
Barley,South,68.96,321.42,19.93,permanent_crop/PermanentCrop_481.jpg,746,426,4.561298494,4.033249701,3.849319727,Loan_427,275,902.6504353,424,438,557.4144326,Male,Yes,0,Not Graduate,No,4309,2719,146,60,0,Urban,Rejected
Maize,East,47.56,395.93,29.84,permanent_crop/PermanentCrop_482.jpg,831,427,3.481804926,4.055057814,1.331756194,Loan_428,258,701.2537407,389,124,921.9001089,Female,No,0,Not Graduate,Yes,4724,4328,415,12,0,Rural,Approved
Wheat,East,26.18,305.08,19.27,permanent_crop/PermanentCrop_483.jpg,693,428,4.272849898,1.719305762,4.75771644,Loan_429,125,848.6058209,480,314,566.8725719,Female,No,3+,Graduate,No,11258,9022,217,12,0,Semiurban,Approved
Wheat,South,55.08,308.76,30.06,permanent_crop/PermanentCrop_484.jpg,812,429,2.01618733,3.018921045,4.919766909,Loan_430,442,604.3089155,356,394,994.8020554,Female,Yes,3+,Graduate,Yes,5379,6623,127,36,0,Urban,Approved
Rice,South,79.1,395.18,29.45,permanent_crop/PermanentCrop_485.jpg,803,430,1.203225911,2.984294981,4.764757581,Loan_431,452,717.9145216,366,207,655.6217243,Male,Yes,3+,Not Graduate,Yes,3465,4488,171,60,1,Urban,Approved
Rice,West,36.78,143.93,24.13,permanent_crop/PermanentCrop_486.jpg,682,431,2.023186933,3.139563406,1.240948139,Loan_432,360,937.0555142,434,114,976.7782814,Female,Yes,1,Graduate,No,4266,7776,496,60,0,Urban,Rejected
Barley,West,22.89,259.01,19.15,permanent_crop/PermanentCrop_487.jpg,839,432,1.452434394,4.342050068,1.455473329,Loan_433,458,688.1752563,120,303,549.5709983,Male,Yes,1,Graduate,No,12935,252,103,12,1,Rural,Rejected
Barley,South,34.12,275.5,26.96,permanent_crop/PermanentCrop_488.jpg,783,433,2.92174339,3.567212119,1.288429637,Loan_434,267,767.5861243,183,227,526.3071991,Male,No,3+,Graduate,No,3042,1731,253,120,0,Urban,Approved
Barley,South,72.34,261.7,15.67,permanent_crop/PermanentCrop_489.jpg,676,434,2.929186578,2.648599812,1.678169845,Loan_435,210,627.594472,187,387,760.5107551,Male,Yes,1,Graduate,No,7335,6786,226,36,0,Urban,Approved
Maize,South,29.78,259.77,31.04,permanent_crop/PermanentCrop_49.jpg,822,435,2.047199845,3.954079509,3.41610096,Loan_436,464,783.9415393,227,304,944.1778503,Male,Yes,0,Not Graduate,No,7053,9608,92,12,1,Semiurban,Rejected
Rice,East,37.87,435.94,18.49,permanent_crop/PermanentCrop_490.jpg,746,436,4.102256961,1.056247555,2.791357188,Loan_437,436,857.3710889,300,439,854.5465848,Male,Yes,0,Graduate,Yes,5428,9148,312,240,1,Rural,Approved
Barley,South,32.6,449.51,29.46,permanent_crop/PermanentCrop_491.jpg,669,437,1.023407119,3.052787386,4.72255242,Loan_438,256,853.2092384,284,278,812.3123972,Female,No,1,Graduate,No,12127,5984,120,240,1,Urban,Rejected
Rice,West,47.36,376.48,33.36,permanent_crop/PermanentCrop_492.jpg,848,438,2.995207204,3.597523351,2.954552245,Loan_439,222,785.4493757,156,370,624.2974705,Male,Yes,3+,Not Graduate,No,3356,8167,287,60,0,Semiurban,Approved
Rice,North,43.71,192.43,32.73,permanent_crop/PermanentCrop_493.jpg,710,439,1.331329992,3.439814524,3.030295542,Loan_440,456,886.5690488,131,475,941.8443066,Female,Yes,2,Graduate,Yes,13919,5313,210,36,0,Semiurban,Rejected
Maize,West,74.67,177.05,29.22,permanent_crop/PermanentCrop_494.jpg,771,440,1.545681049,3.894572845,2.34702601,Loan_441,129,989.336277,353,295,533.1980209,Female,Yes,0,Not Graduate,No,2381,5,359,36,1,Urban,Approved
Cotton,South,64.57,248.88,25.54,permanent_crop/PermanentCrop_495.jpg,767,441,3.581018773,2.791457807,4.276260551,Loan_442,345,722.9786065,363,111,810.0467366,Male,Yes,2,Not Graduate,No,12704,9176,281,120,1,Urban,Rejected
Barley,West,28.35,338.4,33.95,permanent_crop/PermanentCrop_496.jpg,761,442,4.137040192,4.476796272,3.753686822,Loan_443,265,622.5306139,220,266,965.1230789,Female,No,0,Graduate,No,6555,6455,101,120,0,Semiurban,Rejected
Cotton,South,60.96,231.5,15.67,permanent_crop/PermanentCrop_497.jpg,836,443,2.977311679,4.173249541,3.440464008,Loan_444,154,557.7224948,245,312,641.4825508,Male,Yes,3+,Not Graduate,Yes,3671,3090,345,60,0,Semiurban,Approved
Maize,North,31.55,120.62,31,permanent_crop/PermanentCrop_498.jpg,673,444,3.290184853,2.206131502,3.5387059,Loan_445,129,669.3630631,488,336,816.4591593,Male,Yes,2,Not Graduate,Yes,7561,2629,228,12,0,Urban,Rejected
Wheat,West,38.9,469.02,30.43,permanent_crop/PermanentCrop_499.jpg,843,445,4.818096053,2.151928179,2.668627098,Loan_446,415,573.1834313,274,495,726.7532257,Female,Yes,2,Not Graduate,No,5922,1457,224,12,0,Urban,Rejected
Barley,East,39.07,105.43,21.62,permanent_crop/PermanentCrop_5.jpg,681,446,4.677579538,3.242605575,3.960121307,Loan_447,196,788.1110841,285,355,563.7678136,Female,Yes,0,Not Graduate,No,5783,7957,268,36,1,Rural,Rejected
